id,last_name,first_name,middle_name,agency,division,position
1461, burger-plavan, trena, h., superior court of california county of sacramento, , judge
1462, burdick, paul, powers, superior court of california county of janth cruz, , superior court judge
1463, burch, charles, b., superior court - contra costa county, , superior court judge
1464, bullard, edward, henry, agency name superior court, santa barbara county, judge
1465, buckley, dennis, j., yuba county superior court, , judge
1466, buckley, daniel, j, superior court, los angeles county, judge
1467, buchwald, gerald, j., superior court of california county of san mateo, , judge
1468, buchholz, barbara, a., superior court of california, county of san bernardino, superior court judge
1469, bubis, gary, michael, san diego superior court, n/a, judge of the superior court
1470, bryant-deason, susan, , los angeles superior court, 52, judge
1471, bryan, andrea, yvette, superior court of california, county of santa clara, judge
1472, brumfield, lorna, h, superior court of california, county of kern, judge
1473, bruiniers, terence l. bruiniers, l., court of appeal, first district division five, associate justice
1474, bruguera, soussan, suzanne, superior court of california, county of los angeles, los angeles
1475, bruce-lyle, desiree, alexandra, san diego superior court, n/a, judge of the superior court
1476, brownlee, john, r, superior court of california, county of kern, judge
1477, brown, leslie, emil, los angeles superior court  superior court judge, , 
1478, brown, lawrence, george, sacramento superior court, , judge
1479, brown, kevin, lamont, los angeles superior court judge, , 
1480, brown, jacki, carol, superior court judge, , 
1481, brown, irma, j., los angeles county superior court ., , judge
1482, brown, gilbert, thomas, santa clara county superior court, , judge
1483, brown, gerard, s., superior court, chino county of san bernardino, judge
1484, brown frank a., , , san diego superior court, n/a, judge of the superior court
1485, brown, david, ira, superior court of california county of sacramento, , judge
1486, brown, david, geoffrey, san diego superior court, n/a, judge of the superior court
1487, brougham, david, c, los angeles superior court, , judge
1488, brougham, cathryn, franco, la county superior court judge, , 
1489, brosnhan, carol, , superior court of californiacounty of alameda, , judge
1490, brooks, nelson, keith, el dorado county superior court, department 9, superior court judge
1491, bromberg, steven, d., superior court - orange county superior court judge, , 
1492, brodie, kyle, s., superior court of the state of california, county of san bernardino, superior court judge
1493, broderick, patrick, michael, sonoma county superior court judge, , 
1494, brock, jerome, edison, santa clara superior court, , judge
1495, briseno, francisco, pedro, superior court orange county, , judge
1496, brisco, joseph, roy, superior court county of san bernardino, rancho cucamonga district, judge
1497, giuntini, kimberly, briggs, alameda superior court judge, , 
1498, brick, steven, a., superior court, alameda county, judge
1499, brennan, clayton, lane, superior court of california mendocino county, department #6, superior court judge
1500, brehmer, charles, robert, superior court of california, county of kern, judge
1501, breall, susan, barbara camp, california superior court, san francisco county, superior court judge
1502, brazile, kevin, c, los angeles county superior court---california---los angeles county, superior court of los angeles county---ca, superior court judge l.a county
1503, brannigan, joseph, p, san diego superior court, n/a, judge of the superior court
1504, brandolino joseph, anthony, , los angeles superior court judge, , 
1505, brandlin, james, robert, the superior court judge, los angeles county, 
1506, brady, laurel, s, contra costa co. superior court, , superior court judge
1507, brads treet, angela, mary, san fran cisco superior court, , judge
1508, bradshaw, james, eric, superior court of california, county of kern, judge
1509, boyd, robert, s, sonoma county superior court, , judge
1510, bowman, blaine, kenyon, san diego superior court, n/a, judge of the superior court
1511, bowick, stephan, a11:07, agency name superior court of california, county of los angeles, judge
1512, bowers, robert, s, solano county superior court, department 15, superior court judge
1513, bowers jr., bob, s., los angeles superior court, , judge
1514, bowen, christopher, richard, contra costa county superior court, , superior court judge
1515, boulware eurie, elaine, , superior court of california, , judge
1516, bottke, c., todd, tehama county superior court, , superior court judge
1517, bostwick, jeffrey, stanley, san diego superior court, n/a, judge of the superior court
1518, boscoe, james, anthony, agency name tuolumne county superior court, , superior court judge
1519, borris, thomas, james, superior court county of orange, , superior court judge
1520, borrell, mark, steven, ventura superior court, , judge of the superior court
1521, bork, terry, a., superior court of california judge, county of los angeles, 
1522, borenstein, mark, alan, los angeles superior court, , 
1523, boren, terrence, r, california superior court, marin county superior court, judge
1524, boren roger w., joseph, cerk, court of appeal, second appellate district, justice
1525, borack, jerilyn, louise, superior court, sacramento, judge
1526, bonini, griffin, michael jude, santa clara county superior court, , superior court judge
1527, bondonno, franklin, e, superior court judge, , 
1528, bolanos, suzanne, ramos, san francisco superior court, county of san francisco, judge
1529, bogert, tami, rose, superior court of california county of sacramento, , judge
1530, boessenecker, mark, stephen, napa superior court, , judge
1531, boeckman, bradley, l, shasta county superior court, judicial branch-shasta county, judge of the superior court
1532, boccone-gallo, juliet, l, tulare county superior court judge, , 
1533, bocanegra, arthur, , superior court of california, , superior court judge
1534, blumenfeld, stan, , la superior court, northeast district, judge
1535, blum, andrew, spotts, lake county superior court, , superior court judge
1536, bloom, jay, m, san diego superior court, n/a, judge of the superior court
1537, blizzard, thadd, allan, superior court judge, sacramento, 
1538, blease, coleman, arthur, court of appeal associate justice, third district, associate justice
1539, blea iii, jacob, , alameda county superior court, , judge
1540, blea, dale, j., superior court of california, , judge
1541, blanchard, b., kathleen, superior court, los angeles county, judge
1542, blades, steven, david, los angeles superior court judge, , 
1543, black, donald, scot, superior court, fresno county, judge
1544, birnstein, lauren, weis, los angeles superior court, department 3, judge
1545, birkmeyer, laura, j, san diego superior court, n/a, judge of the superior court
1546, bilash, colin, joseph, san bernardino superior court, rancho cucamonga district, superior court judge
1547, biggs, carlton, p, superior court orange county, , superior court judge
1548, bigelow, patricia, ann, court of appeal, second appellate district, justice
1549, bigelow, molly, anne, superior court of california county of shasta, , judge of the superior court
1550, biderman, joseph, shiro, los angeles superior court, west district, judge
1551, bianco, james, n., los angeles superior court, , judge
1552, bessey, shawn, delayne, superior court of california, stanislaus county, judge
1553, bertoli, james, g, superior court of california, county of sonoma, superior court judge
1554, berrier, stephen, wolfgang, agency name yuba county superior court, , judge of the superior court
1555, bernardini, susan, r, santa clara county superior court judge, , 
1556, bernal, paul, r, agency name superior court of california, , judge
1557, bernal, margaret, miller, agency name superior court of california, los angeles county, judge
1558, bermudez, angel, manuel, superior court of california county of riverside, southwest justice center, judge
1559, berle, elihu, m, superior court, county of los angeles, judge
1560, bergeron, joseph, eugene, superior court of californiacounty of san meteo, , judge
1561, bereola, gail, brewster, california superior court alameda county superior court judge, , 
1562, benson, stephen, e., superior court judge, butte county-dept.6, 
1563, benson, jerome, t., superior court of california county of san francisco, , judge
1564, bennett, teresa, s., superior court, county of san bernardino/rancho cucamonga district, judge
1565, bennett, jeffrey, gene, superior court of california, county of ventura, judge
1566, benke, patricia, darlene, court of appeal, fourth district division one, associate justice
1567, bendix, helen, irene, los angeles superior court judge, , 
1568, bender, thomas, l, superior court of california, county of mamera, judge
1569, benavides, jose, r, superior court of california, county of kern, judge
1570, belz, david, lawrence deputy, superior court orange county, lamoreaux justice center, judge
1571, behnke, john, a, mendoano county superior court, , judge
1572, begert, michael, isaku, san francisco superior court, , judge
1573, begen, loretta, murphy, stanislaus county superior court, , superior court judge
1574, beeman, paul, lloyd, solano county superior court, department one (1), judge
1575, beebe, jed, quinn, superior court of the state of california for the county of santa barbara, santa maria division, judge
1576, bedsworth, william, w, fourth district court of appeal division 3, , associate justice
1577, becton, diana, lopez, contra costa superior court   judge, , 
1578, beckloffmitchell lee, , , los angeles superior court, , judge
1579, beaudet, teresa, alma, los angeles superior court, dept 2b, judge
1580, beauchesne, roger, maurice, stanislaus county superior court superior court judge, n/a, 
1581, beatty, cara, lee, shasta county superior court, dept 4, judge
1582, beason, candace, joan, los angeles superior court, , judge
1583, bean, sandra, kay, alameda county superior court judge, , 
1584, baxter, marvin, r., california supreme court associate justice, , 
1585, bauer, ronald, lawrence, superior court - county of orange judge of the superior court, , 
1586, baskin, barry, , contra costa county judge, department 7 - superior court judge, judge
1587, bashant, cynthia, , san diego superior court, n/a, judge of the superior court
1588, basha, steven, m, yolo superior court, , judge
1589, barton, jeffrey, b, san diego superior court, n/a, judge of the superior court
1590, barry, william, , agency name los angeles superior court, , judge
1591, barrett, thang, nguyen, superior court of california, county of santa clara, judge
1592, barreto jr., antonio, , superior court - los angeles, office no. 148, judge
1593, barr, kenneth, r, superior court of california, san bernardino county, judge
1594, barnum, kenneth, paul, santa clara county superior court, , judge
1595, barnes, steven, d, kings county superior court, kings county, judge
1596, barela, henry thomas, , los angeles county superior court, east la court, judge
1597, barclay, francis, w., superior court, modoc county, superior court judge
1598, baranco, gordon, s, superior court state of california, alameda county, superior court judge
1599, banks, andrew, patrick, superior court - county of orange, superior court, superior court judge
1600, banke, kathleen, m., calif court of appeal, first appellate district, division one associate
1601, bamattre manoukian, patricia, , sixth district court of appeal associate justice, , 
1602, balonon, eugene, l, sacramento superior court, , 
1603, ballinger, raima, h, superior court of california, county of sonoma, judge
1604, balderrama, lorenzo, r, agency name, division board department district if applicable, 
1605, baker, stephen, h, state of california, shasta county superior court, judge
1606, bailey, steven, clifford, superior court of the state of california in and for the county of el dorado, four, judge
1607, back, brian, j., superior court of the state of california, county of ventura, judge
1608, bacigalupo, paul, a., los angeles superior court judge of the superior cor, , 
1609, bachner, monica, , los angeles superior court judge, , 
1610, bacciarini, mark, vernon, merced county superior court, courtroom 7, judge
1611, bacal, katherine, anne, san diego superior court, n/a, judge of the superior court
1612, ayoob, donald, j., superior court of california county of san mateo, , judge
1613, ayers, nancy, lynn, superior court of california, county of ventura, judge
1614, averill, shelly, j, superior court of the state of california, county of sonoma, judge
1615, austin, steven, kurt, superior court, contra costa county, judge
1616, ashmann-gerst, judith, m., court of appeal, second appellate district, justice
1617, ash, carol, k, merced superior court, , judge
1618, asberry, irma, poole, state of california, riverside superior court, judge
1619, arroyo, jacqueline, marie, superior court of california, county of santa clara, judge
1620, aronson, richard, m, court of appeal, fourth district division three, associate justice
1621, aronson, brain, r, state of california, county of sutter, superior court judge
1622, arnold, mark, stephen, los angeles county superior court judge, , 
1623, armstrong orvillea., , , court of appeal, second appellate district, justice
1624, armour, carlos, o., san diego superior court, n/a, judge of the superior court
1625, arguelles, james, patrick, sacramento superior court, , judge
1626, arax, brian, martin, fresno county superior court, , judge
1627, arand, mary, e., santa clara county superior court, , superior court judge
1628, arakaki, akemi, denise, los angeles county superior court, north district, judge
1629, applegate, robert, paul, superior court, los angeles county, judge
1630, appel, robin, , superior court of california county of san joaquin, , judge
1631, appel, lawrence, john, alameda county superior court  judge, , 
1632, andrews, deborah, b, los angeles superior court judge of the superior court, , 
1633, andler, gail, udreama, superior court orange county, , judge
1634, anderson, thomas, michael, superior court of california county of nevada, , judge
1635, andergon, matthew, sheridan, superior court orange county  judge, , 
1636, anderson, marla, o., state of california, monterey county superior court, judge
1637, anderson iii, clifford, rudolph, superior court, santa barbara, judge
1638, anderle, thomas, pearce, santa barbara superior court, , judge
1639, ameral, ann, quintina, stanislaus county superior court, , judge
1640, alvarez, frank, brian, fresno county superior court, , judge
1641, alvarez, donald, r., superior court of california county of san bernardino, civil division san bernardino district, superior court judge
1642, alva, jose, l., superior court of county of san joaquin, , 
1643, altamirano, diane, bradford, superior court, county of imperial, judge
1644, almquist, john, jeffrey, california judicial department, santa cruz superior court, judge
1645, alloggiamento, julia, lynn, superior court, santa clara county, superior court judge
1646, allen, larry, wayne, san bernardino superior court, , judge
1647, allen-hill, glenda, susan, fresno county superior court, fresno county, superior court judge
1648, allegro, joyce, elaine, santa clara county superior court, , judge
1649, alldredge, brett, r, tulare county superior court, visalia division, judge
1650, allard, edward, p, san diego superior court, n/a, judge
1651, alksne, louna, a, san diego superior court, n/a, judge
1652, aldrich, richard, , , division board department district if applicable, justice
1653, alcala, javier, , santa clara california superior court, seat 1, judge
1654, albers, ronald, elwood, superior court - state of california, county of san francisco, judge
1655, alaroon, gregory, wilson, los angeles superior court judge, , 
1656, aguirre, frederick, p, superior court, orange county, judge
1657, agbayani, tony, j, superior court of california, county of san joaquin, judge of the superior court
1658, adler, richard, a, los angeles superior court judge, , 
1659, adams, verna, a., marin county superior court, , judge
1660, adams, thomas, reagan jr., santa barbara superior court judge, anacapa division, anacapa street santa barbara
1661, adams, john, stuart, superior court - orange county, , judge
1662, ackerson-brazille, karen, monique, los angeles superior court   judge, , 
1663, abzug, michael, d, los angeles county superior court, , 
1664, abdallah, george, joseph, superior court of california, san joaquin county, judge of the superior court
1665, abbott, david, wylie, superior court of california, sacramento county, judge
1666, aaron, cynthia, g, court of appeal, fourth appellate district division one, associate justice
